"x"
"1" 0.822854825762878
"2" 0.828921365140076
"3" 0.835446585383231
"4" 0.843067028298585
"5" 0.848187435682383
"6" 0.836956967326634
"7" 0.835522675399563
"8" 0.831338830800127
"9" 0.829097737708948
"10" 0.826330412762695
"11" 0.825040536827325
"12" 0.824115569646518
"13" 0.823057852899022
"14" 0.822661282227555
"15" 0.822576197160975
"16" 0.822225705693882
"17" 0.822198786352349
"18" 0.822358694898588
"19" 0.822421437478126
"20" 0.822632270703131
"21" 0.822923268453244
"22" 0.82312142487459
