"x"
"1"0.816914573066347
"2"0.779171633548323
"3"0.77236080779461
"4"0.767827087820609
"5"0.766390147037648
"6"0.764894114839258
"7"0.763958745687716
"8"0.762900493070346
"9"0.762431607224639
"10"0.762471309309535
"11"0.762854096265187
"12"0.762762388770561
"13"0.763031078681066
"14"0.763388962211889
"15"0.763669954667267
"16"0.764046240157992
"17"0.764669615284236
"18"0.764964307079646
"19"0.765177997915104
"20"0.765645477786111
"21"0.765963862866857
"22"0.766349944247788
