"x"
"1"0.780362774294364
"2"0.769255619583851
"3"0.76456152853846
"4"0.763309566401177
"5"0.761505015711342
"6"0.75984207455238
"7"0.757622197873235
"8"0.756857142132873
"9"0.756594751671914
"10"0.756117129518813
"11"0.756221631319368
"12"0.756318280335849
"13"0.756324159379193
"14"0.756435400618763
"15"0.756587760611472
"16"0.756923784543951
"17"0.756840974010123
"18"0.756717141277335
"19"0.757025912472651
"20"0.757191223712837
"21"0.757557322250238
"22"0.757811000595033
