"x"
"1" 0.787343478130136
"2" 0.774823971965296
"3" 0.764428686305875
"4" 0.763762585462939
"5" 0.762138482730923
"6" 0.760776312715732
"7" 0.759176695591237
"8" 0.757072628357512
"9" 0.757021709811442
"10" 0.756490212894551
"11" 0.756145031449034
"12" 0.756307168984583
"13" 0.75625772586187
"14" 0.756107731853122
"15" 0.756533203978963
"16" 0.756738485092862
"17" 0.756871248627164
"18" 0.756993799544196
"19" 0.757271610066447
"20" 0.757228165772199
"21" 0.757553239734387
"22" 0.757811105505266
